Date,Squaw-Siberia 8700',Squaw-Belmont 8000',Squaw-Red Dog 6200',Alpine-Summit 8643' (Ward Mt.),Alpine-Scott Btm 7075',Alpine-Scott Top 8120',Alpine-Roundhouse Btm 6950',Alpine-Roundhouse Top 7880',Alpine-Hot Wheels Top 7555',Alpine-Yellow Valve House 7640',Alpine-Sherwood Btm 7115',Squaw-Funitel Top
4/5/17,,,,,,,,,,,,
4/4/17,,,,,,,,,,,,
4/3/17,,,,,,,,,,,,
4/2/17,,,,,,,,,,,,
4/1/17,,,,,,,,,,,,
3/31/17,,,,,,,,,,,,
3/30/17,,,,,,,,,,,,
3/29/17,,,,,,,,,,,,
3/28/17,,,,,,,,,,,,
3/27/17,,,,,,,,,,,,
3/26/17,,,,,,,,,,,,
3/25/17,,,,,,,,,,,,
3/24/17,,,,,,,,,,,,
3/23/17,,,,,,,,,,,,
3/22/17,,,,,,,,,,,,
3/21/17,,,,,,,,,,,,
3/20/17,,,,,,,,,,,,
3/19/17,,,,,,,,,,,,
3/18/17,,,,,,,,,,,,
3/17/17,,,,,,,,,,,,
3/16/17,,,,,,,,,,,,
3/15/17,,,,,,,,,,,,
3/14/17,,,,,,,,,,,,
3/13/17,,,,,,,,,,,,
3/12/17,,,,,,,,,,,,
3/11/17,,,,,,,,,,,,
3/10/17,,,,,,,,,,,,
3/9/17,,,,,,,,,,,,
3/8/17,,,,,,,,,,,,
3/7/17,,,,,,,,,,,,
3/6/17,,,,,,,,,,,,
3/5/17,,,,,,,,,,,,
3/4/17,,,,,,,,,,,,
3/3/17,,,,,,,,,,,,
3/2/17,,,,,,,,,,,,
3/1/17,,,,,,,,,,,,
2/28/17,,,,,,,,,,,,
2/27/17,,,,,,,,,,,,
2/26/17,,,,,,,,,,,,
2/25/17,,,,,,,,,,,,
2/24/17,,,,,,,,,,,,
2/23/17,,,,,,,,,,,,
2/22/17,,,,,,,,,,,,
2/21/17,,,,,,,,,,,,
2/20/17,,,,,,,,,,,,
2/19/17,,,,,,,,,,,,
2/18/17,,,,,,,,,,,,
2/17/17,,,,,,,,,,,,
2/16/17,,,,,,,,,,,,
2/15/17,,,,,,,,,,,,
2/14/17,,,,,,,,,,,,
2/13/17,,,,,,,,,,,,
2/12/17,,,,,,,,,,,,
2/11/17,,,,,,,,,,,,
2/10/17,,,,,,,,,,,,
2/9/17,,,,,,,,,,,,
2/8/17,,,,,,,,,,,,
2/7/17,,,,,,,,,,,,
2/6/17,,,,,,,,,,,,
2/5/17,,,,,,,,,,,,
2/4/17,,,,,,,,,,,,
2/3/17,,,,,,,,,,,,
2/2/17,,,,,,,,,,,,
2/1/17,,,,,,,,,,,,
1/31/17,,,,,,,,,,,,
1/30/17,,,,,,,,,,,,
1/29/17,,,,,,,,,,,,
1/28/17,,,,,,,,,,,,
1/27/17,,,,,,,,,,,,
1/26/17,,,,,,,,,,,,
1/25/17,,,,,,,,,,,,
1/24/17,,,,,,,,,,,,
1/23/17,,,,,,,,,,,,
1/22/17,,,,,,,,,,,,
1/21/17,,,,,,,,,,,,
1/20/17,,,,,,,,,,,,
1/19/17,,,,,,,,,,,,
1/18/17,,,,,,,,,,,,
1/17/17,,,,,,,,,,,,
1/16/17,,,,,,,,,,,,
1/15/17,,,,,,,,,,,,
1/14/17,,,,,,,,,,,,
1/13/17,,,,,,,,,,,,
1/12/17,,,,,,,,,,,,
1/11/17,,,,,,,,,,,,
1/10/17,,,,,,,,,,,,
1/9/17,,,,,,,,,,,,
1/8/17,,,,,,,,,,,,
1/7/17,,,,,,,,,,,,
1/6/17,,,,,,,,,,,,
1/5/17,,,,,,,,,,,,
1/4/17,,,,,,,,,,,,
1/3/17,,,,,,,,,,,,
1/2/17,,,,,,,,,,,,
1/1/17,,,,,,,,,,,,
12/31/16,,,,,,,,,,,,
12/30/16,,,,,,,,,,,,
12/29/16,,,,,,,,,,,,
12/28/16,,,,,,,,,,,,
12/27/16,,,,,,,,,,,,
12/26/16,,,,,,,,,,,,
12/25/16,,,,,,,,,,,,
12/24/16,,,,,,,,,,,,
12/23/16,,,,,,,,,,,,
12/22/16,,,,,,,,,,,,
12/21/16,,,,,,,,,,,,
12/20/16,,,,,,,,,,,,
12/19/16,,,,,,,,,,,,
12/18/16,,,,,,,,,,,,
12/17/16,,,,,,,,,,,,
12/16/16,,,,,,,,,,,,
12/15/16,,,,,,,,,,,,
12/14/16,,,,,,,,,,,,
12/13/16,,,,,,,,,,,,
12/12/16,,,,,,,,,,,,
12/11/16,,,,,,,,,,,,
12/10/16,,,,,,,,,,,,
12/9/16,,,,,,,,,,,,
12/8/16,,,,,,,,,,,,
12/7/16,,,,,,,,,,,,
12/6/16,,,,,,,,,,,,
12/5/16,,,,,,,,,,,,
12/4/16,,,,,,,,,,,,
12/3/16,,,,,,,,,,,,
12/2/16,,,,,,,,,,,,
12/1/16,,,,,,,,,,,,
11/30/16,,,,,,,,,,,,
11/29/16,,,,,,,,,,,,
11/28/16,,,,,,,,,,,,
11/27/16,,,,,,,,,,,,
11/26/16,,,,,,,,,,,,
11/25/16,,,,,,,,,,,,
11/24/16,,,,,,,,,,,,
11/23/16,,,,,,,,,,,,
11/22/16,,,,,,,,,,,,
11/21/16,,,,,,,,,,,,
11/20/16,,,,,,,,,,,,
11/19/16,,,,,,,,,,,,
11/18/16,,,,,,,,,,,,
11/17/16,,,,,,,,,,,,
11/16/16,,,,,,,,,,,,
11/15/16,,,,,,,,,,,,
11/14/16,,,,,,,,,,,,
11/13/16,,,,,,,,,,,,
11/12/16,,,,,,,,,,,,
11/11/16,,,,,,,,,,,,
11/10/16,,,,,,,,,,,,
11/9/16,,,,,,,,,,,,
11/8/16,,,,,,,,,,,,
11/7/16,,,,,,,,,,,,
11/6/16,,,,,,,,,,,,
11/5/16,,,,,,,,,,,,
11/4/16,,,,,,,,,,,,
11/3/16,,,,,,,,,,,,
11/2/16,,,,,,,,,,,,
11/1/16,,,,,,,,,,,,
10/31/16,,,,,,,,,,,,
10/30/16,,,,,,,,,,,,
10/29/16,,,,,,,,,,,,
10/28/16,,,,,,,,,,,,
10/27/16,,,,,,,,,,,,
10/26/16,,,,,,,,,,,,
10/25/16,,,,,,,,,,,,
10/24/16,,,,,,,,,,,,
10/23/16,,,,,,,,,,,,
10/22/16,,,,,,,,,,,,
10/21/16,,,,,,,,,,,,
10/20/16,,,,,,,,,,,,
10/19/16,,,,,,,,,,,,
10/18/16,,,,,,,,,,,,
10/17/16,,,,,,,,,,,,
10/16/16,,,,,,,,,,,,
10/15/16,,,,,,,,,,,,
10/14/16,,,,,,,,,,,,
10/13/16,,,,,,,,,,,,
10/12/16,,,,,,,,,,,,
10/11/16,,,,,,,,,,,,
10/10/16,,,,,,,,,,,,
10/9/16,,,,,,,,,,,,
10/8/16,,,,,,,,,,,,
10/7/16,,,,,,,,,,,,
10/6/16,,,,,,,,,,,,
10/5/16,,,,,,,,,,,,
10/4/16,,,,,,,,,,,,
10/3/16,,,,,,,,,,,,
10/2/16,,,,,,,,,,,,
10/1/16,,,,,,,,,,,,
9/30/16,,,,,,,,,,,,
9/29/16,,,,,,,,,,,,
9/28/16,,,,,,,,,,,,
9/27/16,,,,,,,,,,,,
9/26/16,,,,,,,,,,,,
9/25/16,,,,,,,,,,,,
9/24/16,,,,,,,,,,,,
9/23/16,,,,,,,,,,,,
9/22/16,,,,,,,,,,,,
9/21/16,,,,,,,,,,,,
9/20/16,,,,,,,,,,,,
9/19/16,,,,,,,,,,,,
9/18/16,,,,,,,,,,,,
9/17/16,,,,,,,,,,,,
9/16/16,,,,,,,,,,,,
9/15/16,,,,,,,,,,,,
9/14/16,,,,,,,,,,,,
9/13/16,,,,,,,,,,,,
9/12/16,,,,,,,,,,,,
9/11/16,,,,,,,,,,,,
9/10/16,,,,,,,,,,,,
9/9/16,,,,,,,,,,,,
9/8/16,,,,,,,,,,,,
9/7/16,,,,,,,,,,,,
9/6/16,,,,,,,,,,,,
9/5/16,,,,,,,,,,,,
9/4/16,,,,,,,,,,,,
9/3/16,,,,,,,,,,,,
9/2/16,,,,,,,,,,,,
9/1/16,,,,,,,,,,,,
8/31/16,,,,,,,,,,,,
8/30/16,,,,,,,,,,,,
8/29/16,,,,,,,,,,,,
8/28/16,,,,,,,,,,,,
8/27/16,,,,,,,,,,,,
8/26/16,,,,,,,,,,,,
8/25/16,,,,,,,,,,,,
8/24/16,,,,,,,,,,,,
8/23/16,,,,,,,,,,,,
8/22/16,,,,,,,,,,,,
8/21/16,,,,,,,,,,,,
8/20/16,,,,,,,,,,,,
8/19/16,,,,,,,,,,,,
8/18/16,,,,,,,,,,,,
8/17/16,,,,,,,,,,,,
8/16/16,,,,,,,,,,,,
8/15/16,,,,,,,,,,,,
8/14/16,,,,,,,,,,,,
8/13/16,,,,,,,,,,,,
8/12/16,,,,,,,,,,,,
8/11/16,,,,,,,,,,,,
8/10/16,,,,,,,,,,,,
8/9/16,,,,,,,,,,,,
8/8/16,,,,,,,,,,,,
8/7/16,,,,,,,,,,,,
8/6/16,,,,,,,,,,,,
8/5/16,,,,,,,,,,,,
8/4/16,,,,,,,,,,,,
8/3/16,,,,,,,,,,,,
8/2/16,,,,,,,,,,,,
8/1/16,,,,,,,,,,,,
7/31/16,,,,,,,,,,,,
7/30/16,,,,,,,,,,,,
7/29/16,,,,,,,,,,,,
7/28/16,,,,,,,,,,,,
7/27/16,,,,,,,,,,,,
7/26/16,,,,,,,,,,,,
7/25/16,,,,,,,,,,,,
7/24/16,,,,,,,,,,,,
7/23/16,,,,,,,,,,,,
7/22/16,,,,,,,,,,,,
7/21/16,,,,,,,,,,,,
7/20/16,,,,,,,,,,,,
7/19/16,,,,,,,,,,,,
7/18/16,,,,,,,,,,,,
7/17/16,,,,,,,,,,,,
7/16/16,,,,,,,,,,,,
7/15/16,,,,,,,,,,,,
7/14/16,,,,,,,,,,,,
7/13/16,,,,,,,,,,,,
7/12/16,,,,,,,,,,,,
7/11/16,,,,,,,,,,,,
7/10/16,,,,,,,,,,,,
7/9/16,,,,,,,,,,,,
7/8/16,,,,,,,,,,,,
7/7/16,,,,,,,,,,,,
7/6/16,,,,,,,,,,,,
7/5/16,,,,,,,,,,,,
7/4/16,,,,,,,,,,,,
7/3/16,,,,,,,,,,,,
7/2/16,,,,,,,,,,,,
7/1/16,,,,,,,,,,,,
6/30/16,,,,,,,,,,,,
6/29/16,,,,,,,,,,,,
6/28/16,,,,,,,,,,,,
6/27/16,,,,,,,,,,,,
6/26/16,,,,,,,,,,,,
6/25/16,,,,,,,,,,,,
6/24/16,,,,,,,,,,,,
6/23/16,,,,,,,,,,,,
6/22/16,,,,,,,,,,,,
6/21/16,,,,,,,,,,,,
6/20/16,,,,,,,,,,,,
6/19/16,,,,,,,,,,,,
6/18/16,,,,,,,,,,,,
6/17/16,,,,,,,,,,,,
6/16/16,,,,,,,,,,,,
6/15/16,,,,,,,,,,,,
6/14/16,,,,,,,,,,,,
6/13/16,,,,,,,,,,,,
6/12/16,,,,,,,,,,,,
6/11/16,,,,,,,,,,,,
6/10/16,,,,,,,,,,,,
6/9/16,,,,,,,,,,,,
6/8/16,,,,,,,,,,,,
6/7/16,,,,,,,,,,,,
6/6/16,,,,,,,,,,,,
6/5/16,,,,,,,,,,,,
6/4/16,,,,,,,,,,,,
6/3/16,,,,,,,,,,,,
6/2/16,,,,,,,,,,,,
6/1/16,,,,,,,,,,,,
5/31/16,,,,,,,,,,,,
5/30/16,,,,,,,,,,,,
5/29/16,,,,,,,,,,,,
5/28/16,,,,,,,,,,,,
5/27/16,,,,,,,,,,,,
5/26/16,,,,,,,,,,,,
5/25/16,,,,,,,,,,,,
5/24/16,,,,,,,,,,,,
5/23/16,,,,,,,,,,,,
5/22/16,,,,,,,,,,,,
5/21/16,,,,,,,,,,,,
5/20/16,,,,,,,,,,,,
5/19/16,,,,,,,,,,,,
5/18/16,,,,,,,,,,,,
5/17/16,,,,,,,,,,,,
5/16/16,,,,,,,,,,,,
5/15/16,,,,,,,,,,,,
5/14/16,,,,,,,,,,,,
5/13/16,,,,,,,,,,,,
5/12/16,,,,,,,,,,,,
5/11/16,,,,,,,,,,,,
5/10/16,,,,,,,,,,,,
5/9/16,,,,,,,,,,,,
5/8/16,,,,,,,,,,,,
5/7/16,,,,,,,,,,,,
5/6/16,,,,,,,,,,,,
5/5/16,,,,,,,,,,,,
5/4/16,,,,,,,,,,,,
5/3/16,,,,,,,,,,,,
5/2/16,,,,,,,,,,,,
5/1/16,,,,,,,,,,,,
4/30/16,,,,,,,,,,,,
4/29/16,,,,,,,,,,,,
4/28/16,,,,,,,,,,,,
4/27/16,,,,,,,,,,,,
4/26/16,,,,,,,,,,,,
4/25/16,,,,,,,,,,,,
4/24/16,,,,,,,,,,,,
4/23/16,,,,,,,,,,,,
4/22/16,,,,,,,,,,,,
4/21/16,,,,,,,,,,,,
4/20/16,,,,,,,,,,,,
4/19/16,,,,,,,,,,,,
4/18/16,,,,,,,,,,,,
4/17/16,,,,,,,,,,,,
4/16/16,,,,,,,,,,,,
4/15/16,,,,,,,,,,,,
4/14/16,,,,,,,,,,,,
4/13/16,,,,,,,,,,,,
4/12/16,,,,,,,,,,,,
4/11/16,,,,,,,,,,,,
4/10/16,,,,,,,,,,,,
4/9/16,,,,,,,,,,,,
4/8/16,,,,,,,,,,,,
4/7/16,,,,,,,,,,,,
4/6/16,,,,,,,,,,,,
4/5/16,,,,,,,,,,,,
4/4/16,,,,,,,,,,,,
4/3/16,,,,,,,,,,,,
4/2/16,,,,,,,,,,,,
4/1/16,,,,,,,,,,,,
3/31/16,,,,,,,,,,,,
3/30/16,,,,,,,,,,,,
3/29/16,,,,,,,,,,,,
3/28/16,,,,,,,,,,,,
3/27/16,,,,,,,,,,,,
3/26/16,,,,,,,,,,,,
3/25/16,,,,,,,,,,,,
3/24/16,,,,,,,,,,,,
3/23/16,,,,,,,,,,,,
3/22/16,,,,,,,,,,,,
3/21/16,,,,,,,,,,,,
3/20/16,,,,,,,,,,,,
3/19/16,,,,,,,,,,,,
3/18/16,,,,,,,,,,,,
3/17/16,,,,,,,,,,,,
3/16/16,,,,,,,,,,,,
3/15/16,,,,,,,,,,,,
3/14/16,,,,,,,,,,,,
3/13/16,,,,,,,,,,,,
3/12/16,,,,,,,,,,,,
3/11/16,,,,,,,,,,,,
3/10/16,,,,,,,,,,,,
3/9/16,,,,,,,,,,,,
3/8/16,,,,,,,,,,,,
3/7/16,,,,,,,,,,,,
3/6/16,,,,,,,,,,,,
3/5/16,,,,,,,,,,,,
3/4/16,,,,,,,,,,,,
3/3/16,,,,,,,,,,,,
3/2/16,,,,,,,,,,,,
3/1/16,,,,,,,,,,,,
2/29/16,,,,,,,,,,,,
2/28/16,,,,,,,,,,,,
2/27/16,,,,,,,,,,,,
2/26/16,,,,,,,,,,,,
2/25/16,,,,,,,,,,,,
2/24/16,,,,,,,,,,,,
2/23/16,,,,,,,,,,,,
2/22/16,,,,,,,,,,,,
2/21/16,,,,,,,,,,,,
2/20/16,,,,,,,,,,,,
2/19/16,,,,,,,,,,,,
2/18/16,,,,,,,,,,,,
2/17/16,,,,,,,,,,,,
2/16/16,,,,,,,,,,,,
2/15/16,,,,,,,,,,,,
2/14/16,,,,,,,,,,,,
2/13/16,,,,,,,,,,,,
2/12/16,,,,,,,,,,,,
2/11/16,,,,,,,,,,,,
2/10/16,,,,,,,,,,,,
2/9/16,,,,,,,,,,,,
2/8/16,,,,,,,,,,,,
2/7/16,,,,,,,,,,,,
2/6/16,,,,,,,,,,,,
2/5/16,,,,,,,,,,,,
2/4/16,,,,,,,,,,,,
2/3/16,,,,,,,,,,,,
2/2/16,,,,,,,,,,,,
2/1/16,,,,,,,,,,,,
1/31/16,,,,,,,,,,,,
1/30/16,,,,,,,,,,,,
1/29/16,,,,,,,,,,,,
1/28/16,,,,,,,,,,,,
1/27/16,,,,,,,,,,,,
1/26/16,,,,,,,,,,,,
1/25/16,,,,,,,,,,,,
1/24/16,,,,,,,,,,,,
1/23/16,,,,,,,,,,,,
1/22/16,,,,,,,,,,,,
1/21/16,,,,,,,,,,,,
1/20/16,,,,,,,,,,,,
1/19/16,,,,,,,,,,,,
1/18/16,,,,,,,,,,,,
1/17/16,,,,,,,,,,,,
1/16/16,,,,,,,,,,,,
1/15/16,,,,,,,,,,,,
1/14/16,,,,,,,,,,,,
1/13/16,,,,,,,,,,,,
1/12/16,,,,,,,,,,,,
1/11/16,,,,,,,,,,,,
1/10/16,,,,,,,,,,,,
1/9/16,,,,,,,,,,,,
1/8/16,,,,,,,,,,,,
1/7/16,,,,,,,,,,,,
1/6/16,,,,,,,,,,,,
1/5/16,,,,,,,,,,,,
1/4/16,,,,,,,,,,,,
1/3/16,,,,,,,,,,,,
1/2/16,,,,,,,,,,,,
1/1/16,,,,,,,,,,,,
12/31/15,,,,,,,,,,,,
12/30/15,,,,,,,,,,,,
12/29/15,,,,,,,,,,,,
12/28/15,,,,,,,,,,,,
12/27/15,,,,,,,,,,,,
12/26/15,,,,,,,,,,,,
12/25/15,,,,,,,,,,,,
12/24/15,,,,,,,,,,,,
12/23/15,,,,,,,,,,,,
12/22/15,,,,,,,,,,,,
12/21/15,,,,,,,,,,,,
12/20/15,,,,,,,,,,,,
12/19/15,,,,,,,,,,,,
12/18/15,,,,,,,,,,,,
12/17/15,,,,,,,,,,,,
12/16/15,,,,,,,,,,,,
12/15/15,,,,,,,,,,,,
12/14/15,,,,,,,,,,,,
12/13/15,,,,,,,,,,,,
12/12/15,,,,,,,,,,,,
12/11/15,,,,,,,,,,,,
12/10/15,,,,,,,,,,,,
12/9/15,,,,,,,,,,,,
12/8/15,,,,,,,,,,,,
12/7/15,,,,,,,,,,,,
12/6/15,,,,,,,,,,,,
12/5/15,,,,,,,,,,,,
12/4/15,,,,,,,,,,,,
12/3/15,,,,,,,,,,,,
12/2/15,,,,,,,,,,,,
12/1/15,,,,,,,,,,,,
11/30/15,,,,,,,,,,,,
11/29/15,,,,,,,,,,,,
11/28/15,,,,,,,,,,,,
11/27/15,,,,,,,,,,,,
11/26/15,,,,,,,,,,,,
11/25/15,,,,,,,,,,,,
11/24/15,,,,,,,,,,,,
11/23/15,,,,,,,,,,,,
11/22/15,,,,,,,,,,,,
11/21/15,,,,,,,,,,,,
11/20/15,,,,,,,,,,,,
11/19/15,,,,,,,,,,,,
11/18/15,,,,,,,,,,,,
11/17/15,,,,,,,,,,,,
11/16/15,,,,,,,,,,,,
11/15/15,,,,,,,,,,,,
11/14/15,,,,,,,,,,,,
11/13/15,,,,,,,,,,,,
11/12/15,,,,,,,,,,,,
11/11/15,,,,,,,,,,,,
11/10/15,,,,,,,,,,,,
11/9/15,,,,,,,,,,,,
11/8/15,,,,,,,,,,,,
11/7/15,,,,,,,,,,,,
11/6/15,,,,,,,,,,,,
11/5/15,,,,,,,,,,,,
11/4/15,,,,,,,,,,,,
11/3/15,,,,,,,,,,,,
11/2/15,,,,,,,,,,,,
11/1/15,,,,,,,,,,,,
10/31/15,,,,,,,,,,,,
10/30/15,,,,,,,,,,,,
10/29/15,,,,,,,,,,,,
10/28/15,,,,,,,,,,,,
10/27/15,,,,,,,,,,,,
10/26/15,,,,,,,,,,,,
10/25/15,,,,,,,,,,,,
10/24/15,,,,,,,,,,,,
10/23/15,,,,,,,,,,,,
10/22/15,,,,,,,,,,,,
10/21/15,,,,,,,,,,,,
10/20/15,,,,,,,,,,,,
10/19/15,,,,,,,,,,,,
10/18/15,,,,,,,,,,,,
10/17/15,,,,,,,,,,,,
10/16/15,,,,,,,,,,,,
10/15/15,,,,,,,,,,,,
10/14/15,,,,,,,,,,,,
10/13/15,,,,,,,,,,,,
10/12/15,,,,,,,,,,,,
10/11/15,,,,,,,,,,,,
10/10/15,,,,,,,,,,,,
10/9/15,,,,,,,,,,,,
10/8/15,,,,,,,,,,,,
10/7/15,,,,,,,,,,,,
10/6/15,,,,,,,,,,,,
10/5/15,,,,,,,,,,,,
5/22/15,,,,,,,,,,,,
5/20/15,,,,,,,,,,,,
5/19/15,,,,,,,,,,,,
5/18/15,,,,,,,,,,,,
5/16/15,,,,,,,,,,,,
5/14/15,,,,,,,,,,,,
5/12/15,,,,,,,,,,,,
5/8/15,,,,,,,,,,,,
4/29/15,,,,,,,,,,,,
4/27/15,,,,,,,,,,,,
4/26/15,,,,,,,,,,,,
4/25/15,,,,,,,,,,,,
4/24/15,,,,,,,,,,,,
4/23/15,,,,,,,,,,,,
4/22/15,,,,,,,,,,,,
4/21/15,,,,,,,,,,,,
4/20/15,,,,,,,,,,,,
4/19/15,,,,,,,,,,,,
4/18/15,,,,,,,,,,,,
4/17/15,,,,,,,,,,,,
4/16/15,,,,,,,,,,,,
4/15/15,,,,,,,,,,,,
4/14/15,,,,,,,,,,,,
4/13/15,,,,,,,,,,,,
4/12/15,,,,,,,,,,,,
4/11/15,,,,,,,,,,,,
4/10/15,,,,,,,,,,,,
4/9/15,,,,,,,,,,,,
4/8/15,,,,,,,,,,,,
4/7/15,,,,,,,,,,,,
4/6/15,,,,,,,,,,,,
4/5/15,,,,,,,,,,,,
4/4/15,,,,,,,,,,,,
4/3/15,,,,,,,,,,,,
4/2/15,,,,,,,,,,,,
4/1/15,,,,,,,,,,,,
3/31/15,,,,,,,,,,,,
3/29/15,,,,,,,,,,,,
3/28/15,,,,,,,,,,,,
3/27/15,,,,,,,,,,,,
3/22/15,,,,,,,,,,,,
3/21/15,,,,,,,,,,,,
3/20/15,,,,,,,,,,,,
3/19/15,,,,,,,,,,,,
3/18/15,,,,,,,,,,,,
3/17/15,,,,,,,,,,,,
3/16/15,,,,,,,,,,,,
3/15/15,,,,,,,,,,,,
3/14/15,,,,,,,,,,,,
3/13/15,,,,,,,,,,,,
3/12/15,,,,,,,,,,,,
3/11/15,,,,,,,,,,,,
3/10/15,,,,,,,,,,,,
3/9/15,,,,,,,,,,,,
3/8/15,,,,,,,,,,,,
3/7/15,,,,,,,,,,,,
3/6/15,,,,,,,,,,,,
3/5/15,,,,,,,,,,,,
3/4/15,,,,,,,,,,,,
3/3/15,,,,,,,,,,,,
3/2/15,,,,,,,,,,,,
3/1/15,,,,,,,,,,,,
